species_id,species_name,environment,image_base_name,global_index,image_path
4,acanthaluteres_vittiger,controlled,acanthaluteres_vittiger_2,16,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\16.png
4,acanthaluteres_vittiger,insitu,acanthaluteres_vittiger_3,17,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\17.png
4,acanthaluteres_vittiger,insitu,acanthaluteres_vittiger_4,18,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\18.png
4,acanthaluteres_vittiger,insitu,acanthaluteres_vittiger_5,19,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\19.png
4,acanthaluteres_vittiger,insitu,acanthaluteres_vittiger_6,20,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\20.png
4,acanthaluteres_vittiger,insitu,acanthaluteres_vittiger_7,21,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\21.png
4,acanthaluteres_vittiger,insitu,acanthaluteres_vittiger_8,22,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\22.png
4,acanthaluteres_vittiger,controlled,acanthaluteres_vittiger_9,23,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\23.png
5,acanthistius_cinctus,insitu,acanthistius_cinctus_10,24,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\24.png
5,acanthistius_cinctus,controlled,acanthistius_cinctus_1,25,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\25.png
5,acanthistius_cinctus,insitu,acanthistius_cinctus_2,26,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\26.png
5,acanthistius_cinctus,controlled,acanthistius_cinctus_3,27,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\27.png
5,acanthistius_cinctus,controlled,acanthistius_cinctus_4,28,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\28.png
5,acanthistius_cinctus,controlled,acanthistius_cinctus_5,29,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\29.png
5,acanthistius_cinctus,controlled,acanthistius_cinctus_6,30,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\30.png
5,acanthistius_cinctus,controlled,acanthistius_cinctus_7,31,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\31.png
5,acanthistius_cinctus,insitu,acanthistius_cinctus_8,32,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\32.png
5,acanthistius_cinctus,controlled,acanthistius_cinctus_9,33,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\33.png
6,acanthopagrus_australis,uncontrolled,acanthopagrus_australis_1,34,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\34.png
6,acanthopagrus_australis,insitu,acanthopagrus_australis_2,35,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\35.png
6,acanthopagrus_australis,controlled,acanthopagrus_australis_3,36,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\36.png
6,acanthopagrus_australis,insitu,acanthopagrus_australis_4,37,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\37.png
6,acanthopagrus_australis,insitu,acanthopagrus_australis_5,38,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\38.png
6,acanthopagrus_australis,uncontrolled,acanthopagrus_australis_6,39,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\39.png
7,acanthopagrus_berda,controlled,acanthopagrus_berda_10,40,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\40.png
7,acanthopagrus_berda,controlled,acanthopagrus_berda_11,41,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\41.png
7,acanthopagrus_berda,controlled,acanthopagrus_berda_1,42,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\42.png
7,acanthopagrus_berda,controlled,acanthopagrus_berda_2,43,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\43.png
7,acanthopagrus_berda,insitu,acanthopagrus_berda_3,44,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\44.png
7,acanthopagrus_berda,controlled,acanthopagrus_berda_4,45,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\45.png
7,acanthopagrus_berda,controlled,acanthopagrus_berda_5,46,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\46.png
7,acanthopagrus_berda,controlled,acanthopagrus_berda_6,47,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\47.png
7,acanthopagrus_berda,controlled,acanthopagrus_berda_7,48,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\48.png
7,acanthopagrus_berda,sketches,acanthopagrus_berda_8,49,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\49.png
7,acanthopagrus_berda,controlled,acanthopagrus_berda_9,50,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\50.png
8,acanthopagrus_latus,controlled,acanthopagrus_latus_1,51,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\51.png
8,acanthopagrus_latus,controlled,acanthopagrus_latus_2,52,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\52.png
8,acanthopagrus_latus,controlled,acanthopagrus_latus_3,53,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\53.png
8,acanthopagrus_latus,controlled,acanthopagrus_latus_4,54,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\54.png
8,acanthopagrus_latus,sketches,acanthopagrus_latus_5,55,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\55.png
9,achoerodus_gouldii,controlled,achoerodus_gouldii_1,56,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\56.png
9,achoerodus_gouldii,insitu,achoerodus_gouldii_2,57,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\57.png
9,achoerodus_gouldii,insitu,achoerodus_gouldii_3,58,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\58.png
9,achoerodus_gouldii,insitu,achoerodus_gouldii_4,59,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\59.png
10,achoerodus_viridis,insitu,achoerodus_viridis_1,60,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\60.png
10,achoerodus_viridis,insitu,achoerodus_viridis_2,61,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\61.png
10,achoerodus_viridis,insitu,achoerodus_viridis_3,62,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\62.png
10,achoerodus_viridis,insitu,achoerodus_viridis_4,63,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\63.png
10,achoerodus_viridis,insitu,achoerodus_viridis_5,64,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\64.png
10,achoerodus_viridis,controlled,achoerodus_viridis_6,65,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\65.png
10,achoerodus_viridis,insitu,achoerodus_viridis_7,66,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\66.png
10,achoerodus_viridis,insitu,achoerodus_viridis_8,67,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\67.png
11,acreichthys_tomentosus,controlled,acreichthys_tomentosus_1,68,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\68.png
11,acreichthys_tomentosus,insitu,acreichthys_tomentosus_2,69,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\69.png
11,acreichthys_tomentosus,controlled,acreichthys_tomentosus_3,70,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\70.png
11,acreichthys_tomentosus,sketches,acreichthys_tomentosus_4,71,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\71.png
11,acreichthys_tomentosus,controlled,acreichthys_tomentosus_5,72,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\72.png
11,acreichthys_tomentosus,controlled,acreichthys_tomentosus_6,73,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\73.png
12,aesopia_cornuta,sketches,aesopia_cornuta_1,74,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\74.png
12,aesopia_cornuta,controlled,aesopia_cornuta_2,75,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\75.png
12,aesopia_cornuta,controlled,aesopia_cornuta_3,76,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\76.png
13,aethaloperca_rogaa,controlled,aethaloperca_rogaa_10,77,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\77.png
13,aethaloperca_rogaa,insitu,aethaloperca_rogaa_11,78,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\78.png
13,aethaloperca_rogaa,insitu,aethaloperca_rogaa_1,79,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\79.png
13,aethaloperca_rogaa,insitu,aethaloperca_rogaa_2,80,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\80.png
13,aethaloperca_rogaa,controlled,aethaloperca_rogaa_3,81,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\81.png
13,aethaloperca_rogaa,insitu,aethaloperca_rogaa_4,82,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\82.png
13,aethaloperca_rogaa,controlled,aethaloperca_rogaa_5,83,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\83.png
13,aethaloperca_rogaa,insitu,aethaloperca_rogaa_6,84,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\84.png
13,aethaloperca_rogaa,insitu,aethaloperca_rogaa_7,85,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\85.png
13,aethaloperca_rogaa,controlled,aethaloperca_rogaa_8,86,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\86.png
13,aethaloperca_rogaa,insitu,aethaloperca_rogaa_9,87,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\87.png
14,alectis_ciliaris,insitu,alectis_ciliaris_1,88,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\88.png
14,alectis_ciliaris,controlled,alectis_ciliaris_2,89,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\89.png
14,alectis_ciliaris,uncontrolled,alectis_ciliaris_3,90,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\90.png
14,alectis_ciliaris,insitu,alectis_ciliaris_4,91,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\91.png
15,alectis_indica,controlled,alectis_indica_1,92,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\92.png
15,alectis_indica,controlled,alectis_indica_2,93,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\93.png
15,alectis_indica,controlled,alectis_indica_3,94,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\94.png
15,alectis_indica,insitu,alectis_indica_4,95,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\95.png
16,alepes_kleinii,controlled,alepes_kleinii_1,96,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\96.png
16,alepes_kleinii,controlled,alepes_kleinii_2,97,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\97.png
16,alepes_kleinii,controlled,alepes_kleinii_3,98,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\98.png
16,alepes_kleinii,controlled,alepes_kleinii_4,99,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\99.png
16,alepes_kleinii,controlled,alepes_kleinii_5,100,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\100.png
16,alepes_kleinii,controlled,alepes_kleinii_6,101,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\101.png
17,aluterus_monoceros,sketches,aluterus_monoceros_10,102,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\102.png
17,aluterus_monoceros,sketches,aluterus_monoceros_11,103,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\103.png
17,aluterus_monoceros,controlled,aluterus_monoceros_12,104,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\104.png
17,aluterus_monoceros,controlled,aluterus_monoceros_1,105,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\105.png
17,aluterus_monoceros,controlled,aluterus_monoceros_2,106,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\106.png
17,aluterus_monoceros,insitu,aluterus_monoceros_3,107,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\107.png
17,aluterus_monoceros,insitu,aluterus_monoceros_4,108,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\108.png
17,aluterus_monoceros,insitu,aluterus_monoceros_5,109,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\109.png
17,aluterus_monoceros,insitu,aluterus_monoceros_6,110,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\110.png
17,aluterus_monoceros,insitu,aluterus_monoceros_7,111,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\111.png
17,aluterus_monoceros,controlled,aluterus_monoceros_8,112,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\112.png
17,aluterus_monoceros,insitu,aluterus_monoceros_9,113,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\113.png
18,aluterus_scriptus,insitu,aluterus_scriptus_10,114,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\114.png
18,aluterus_scriptus,controlled,aluterus_scriptus_11,115,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\115.png
18,aluterus_scriptus,insitu,aluterus_scriptus_12,116,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\116.png
18,aluterus_scriptus,insitu,aluterus_scriptus_13,117,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\117.png
18,aluterus_scriptus,insitu,aluterus_scriptus_14,118,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\118.png
18,aluterus_scriptus,insitu,aluterus_scriptus_15,119,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\119.png
18,aluterus_scriptus,insitu,aluterus_scriptus_16,120,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\120.png
18,aluterus_scriptus,controlled,aluterus_scriptus_17,121,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\121.png
18,aluterus_scriptus,controlled,aluterus_scriptus_18,122,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\122.png
18,aluterus_scriptus,insitu,aluterus_scriptus_1,123,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\123.png
18,aluterus_scriptus,insitu,aluterus_scriptus_2,124,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\124.png
18,aluterus_scriptus,insitu,aluterus_scriptus_3,125,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\125.png
18,aluterus_scriptus,insitu,aluterus_scriptus_4,126,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\126.png
18,aluterus_scriptus,controlled,aluterus_scriptus_5,127,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\127.png
18,aluterus_scriptus,insitu,aluterus_scriptus_6,128,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\128.png
18,aluterus_scriptus,controlled,aluterus_scriptus_7,129,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\129.png
18,aluterus_scriptus,insitu,aluterus_scriptus_8,130,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\130.png
18,aluterus_scriptus,insitu,aluterus_scriptus_9,131,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\131.png
19,amanses_scopas,controlled,amanses_scopas_10,132,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\132.png
19,amanses_scopas,sketches,amanses_scopas_11,133,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\133.png
19,amanses_scopas,insitu,amanses_scopas_12,134,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\134.png
19,amanses_scopas,insitu,amanses_scopas_13,135,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\135.png
19,amanses_scopas,sketches,amanses_scopas_14,136,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\136.png
19,amanses_scopas,insitu,amanses_scopas_15,137,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\137.png
19,amanses_scopas,insitu,amanses_scopas_16,138,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\138.png
19,amanses_scopas,insitu,amanses_scopas_17,139,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\139.png
19,amanses_scopas,insitu,amanses_scopas_18,140,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\140.png
19,amanses_scopas,controlled,amanses_scopas_19,141,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\141.png
19,amanses_scopas,insitu,amanses_scopas_1,142,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\142.png
19,amanses_scopas,controlled,amanses_scopas_2,143,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\143.png
19,amanses_scopas,insitu,amanses_scopas_3,144,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\144.png
19,amanses_scopas,insitu,amanses_scopas_4,145,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\145.png
19,amanses_scopas,insitu,amanses_scopas_5,146,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\146.png
19,amanses_scopas,controlled,amanses_scopas_6,147,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\147.png
19,amanses_scopas,insitu,amanses_scopas_7,148,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\148.png
19,amanses_scopas,controlled,amanses_scopas_8,149,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\149.png
19,amanses_scopas,controlled,amanses_scopas_9,150,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\150.png
20,anampses_caeruleopunctatus,controlled,anampses_caeruleopunctatus_10,151,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\151.png
20,anampses_caeruleopunctatus,sketches,anampses_caeruleopunctatus_11,152,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\152.png
20,anampses_caeruleopunctatus,controlled,anampses_caeruleopunctatus_12,153,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\153.png
20,anampses_caeruleopunctatus,controlled,anampses_caeruleopunctatus_13,154,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\154.png
20,anampses_caeruleopunctatus,controlled,anampses_caeruleopunctatus_1,155,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\155.png
20,anampses_caeruleopunctatus,controlled,anampses_caeruleopunctatus_2,156,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\156.png
20,anampses_caeruleopunctatus,controlled,anampses_caeruleopunctatus_3,157,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\157.png
20,anampses_caeruleopunctatus,controlled,anampses_caeruleopunctatus_4,158,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\158.png
20,anampses_caeruleopunctatus,controlled,anampses_caeruleopunctatus_5,159,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\159.png
20,anampses_caeruleopunctatus,uncontrolled,anampses_caeruleopunctatus_6,160,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\160.png
20,anampses_caeruleopunctatus,controlled,anampses_caeruleopunctatus_7,161,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\161.png
20,anampses_caeruleopunctatus,controlled,anampses_caeruleopunctatus_8,162,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\162.png
20,anampses_caeruleopunctatus,controlled,anampses_caeruleopunctatus_9,163,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\163.png
21,anampses_elegans,insitu,anampses_elegans_1,164,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\164.png
21,anampses_elegans,insitu,anampses_elegans_2,165,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\165.png
21,anampses_elegans,controlled,anampses_elegans_3,166,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\166.png
21,anampses_elegans,controlled,anampses_elegans_4,167,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\167.png
21,anampses_elegans,controlled,anampses_elegans_5,168,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\168.png
21,anampses_elegans,controlled,anampses_elegans_6,169,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\169.png
21,anampses_elegans,insitu,anampses_elegans_7,170,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\170.png
21,anampses_elegans,insitu,anampses_elegans_8,171,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\171.png
22,anampses_femininus,uncontrolled,anampses_femininus_1,172,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\172.png
22,anampses_femininus,controlled,anampses_femininus_2,173,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\173.png
22,anampses_femininus,controlled,anampses_femininus_3,174,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\174.png
22,anampses_femininus,uncontrolled,anampses_femininus_4,175,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\175.png
23,anampses_geographicus,controlled,anampses_geographicus_1,176,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\176.png
23,anampses_geographicus,sketches,anampses_geographicus_2,177,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\177.png
23,anampses_geographicus,controlled,anampses_geographicus_3,178,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\178.png
23,anampses_geographicus,controlled,anampses_geographicus_4,179,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\179.png
23,anampses_geographicus,controlled,anampses_geographicus_5,180,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\180.png
23,anampses_geographicus,sketches,anampses_geographicus_6,181,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\181.png
23,anampses_geographicus,controlled,anampses_geographicus_7,182,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\182.png
23,anampses_geographicus,controlled,anampses_geographicus_8,183,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\183.png
23,anampses_geographicus,controlled,anampses_geographicus_9,184,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\184.png
24,anampses_lennardi,insitu,anampses_lennardi_1,185,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\185.png
24,anampses_lennardi,controlled,anampses_lennardi_2,186,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\186.png
24,anampses_lennardi,controlled,anampses_lennardi_3,187,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\187.png
24,anampses_lennardi,controlled,anampses_lennardi_4,188,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\188.png
24,anampses_lennardi,controlled,anampses_lennardi_5,189,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\189.png
24,anampses_lennardi,controlled,anampses_lennardi_6,190,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\190.png
24,anampses_lennardi,controlled,anampses_lennardi_7,191,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\191.png
25,anampses_melanurus,insitu,anampses_melanurus_1,192,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\192.png
25,anampses_melanurus,controlled,anampses_melanurus_2,193,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\193.png
25,anampses_melanurus,controlled,anampses_melanurus_3,194,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\194.png
25,anampses_melanurus,insitu,anampses_melanurus_4,195,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\195.png
25,anampses_melanurus,insitu,anampses_melanurus_5,196,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\196.png
25,anampses_melanurus,controlled,anampses_melanurus_6,197,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\197.png
25,anampses_melanurus,controlled,anampses_melanurus_7,198,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\198.png
26,anampses_meleagrides,controlled,anampses_meleagrides_10,199,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\199.png
26,anampses_meleagrides,controlled,anampses_meleagrides_11,200,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\200.png
26,anampses_meleagrides,insitu,anampses_meleagrides_12,201,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\201.png
26,anampses_meleagrides,insitu,anampses_meleagrides_13,202,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\202.png
26,anampses_meleagrides,insitu,anampses_meleagrides_14,203,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\203.png
26,anampses_meleagrides,insitu,anampses_meleagrides_1,204,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\204.png
26,anampses_meleagrides,insitu,anampses_meleagrides_2,205,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\205.png
26,anampses_meleagrides,controlled,anampses_meleagrides_3,206,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\206.png
26,anampses_meleagrides,sketches,anampses_meleagrides_4,207,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\207.png
26,anampses_meleagrides,insitu,anampses_meleagrides_5,208,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\208.png
26,anampses_meleagrides,insitu,anampses_meleagrides_6,209,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\209.png
26,anampses_meleagrides,insitu,anampses_meleagrides_7,210,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\210.png
26,anampses_meleagrides,insitu,anampses_meleagrides_8,211,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\211.png
26,anampses_meleagrides,insitu,anampses_meleagrides_9,212,D:\Smart Fish Freshness Detection System\Fish_Data\images\numbered\212.png
